"id","name","gender","gender_probability","age","age_group","country_id","country_name","country_probability","created_at"
"019db92c-fa63-7159-b7dc-24e9938a383c","Florentine Touré","female",0.81,32,"adult","NG","Nigeria",0.81,"2026-04-23T07:30:09.402Z"
"019db92c-fa63-7159-b7dc-22400f563a78","Halima Abdi","female",0.79,42,"adult","SS","South Sudan",0.42,"2026-04-23T07:30:08.222Z"
"019db92c-fa63-7159-b7dc-1c58cfacc74a","François Nguema","male",0.72,40,"adult","CD","DR Congo",0.2,"2026-04-23T07:30:07.890Z"
"019db92c-fa63-7159-b7dc-1bc050e776c3","Aya Chraibi","female",0.85,27,"adult","TN","Tunisia",0.72,"2026-04-23T07:30:06.541Z"
"019db92c-fa63-7159-b7dc-1420088a9613","Bilkisu Awino","female",0.84,24,"adult","TZ","Tanzania",0.81,"2026-04-23T07:30:06.222Z"
"019db92c-fa63-7159-b7dc-1087162a5154","William Nguyen","male",0.82,32,"adult","GB","United Kingdom",0.66,"2026-04-23T07:30:05.910Z"
"019db92c-fa63-7159-b7dc-0e5ea42ffe8e","Afia Gbagbo","female",0.93,7,"child","GH","Ghana",0.48,"2026-04-23T07:30:05.589Z"
"019db92c-fa63-7159-b7dc-08016b7f340d","Tunde Sawadogo","male",0.95,16,"teenager","NG","Nigeria",0.37,"2026-04-23T07:30:05.248Z"
"019db92c-fa63-7159-b7dc-040623ac9680","Akosua Olawale","female",0.95,25,"adult","MR","Mauritania",0.65,"2026-04-23T07:30:04.776Z"
"019db92c-fa63-7159-b7dc-00d1b97a7f85","Otieno Mwangi","male",0.78,16,"teenager","ET","Ethiopia",0.21,"2026-04-23T07:30:03.183Z"
"019db92c-fa63-7159-b7db-fe6cd1f29c54","Louis Adoula","male",0.75,52,"adult","CM","Cameroon",0.63,"2026-04-23T07:30:02.861Z"
"019db92c-fa63-7159-b7db-f9a5d572195a","Odhiambo Adhiambo","male",0.7,26,"adult","TZ","Tanzania",0.43,"2026-04-23T07:30:02.550Z"
"019db92c-fa63-7159-b7db-f522232728e2","Linda Brown","female",0.73,28,"adult","CN","China",0.38,"2026-04-23T07:30:02.233Z"
"019db92c-fa63-7159-b7db-f1dde4be9991","Samir Khalil","male",0.86,75,"senior","EG","Egypt",0.67,"2026-04-23T07:30:01.916Z"
"019db92c-fa63-7159-b7db-ee135d968d36","Nandi Njoroge","female",0.74,21,"adult","TZ","Tanzania",0.51,"2026-04-23T07:30:01.558Z"
"019db92c-fa63-7159-b7db-eb777d52bf94","Khaled Kettani","male",0.68,88,"senior","DZ","Algeria",0.35,"2026-04-23T07:30:01.228Z"
"019db92c-fa63-7159-b7db-e70dc0d25143","Aster Alemu","female",0.67,36,"adult","UG","Uganda",0.78,"2026-04-23T07:30:00.913Z"
"019db92c-fa63-7159-b7db-e1faa72c8f25","Akua Sidibé","female",0.74,5,"child","GM","Gambia",0.65,"2026-04-23T07:30:00.594Z"
"019db92c-fa63-7159-b7db-df90d710113d","René Gizenga","male",0.72,46,"adult","CM","Cameroon",0.48,"2026-04-23T07:30:00.279Z"
"019db92c-fa63-7159-b7db-db27efa31764","Hassan Achieng","male",0.86,60,"senior","TZ","Tanzania",0.1,"2026-04-23T07:29:59.964Z"
"019db92c-fa63-7159-b7db-d54007eae2f1","Tatenda Mpofu","male",0.77,54,"adult","ST","São Tomé and Príncipe",0.42,"2026-04-23T07:29:59.651Z"
"019db92c-fa63-7159-b7db-d16f08cd58ae","Mark Olawale","male",0.99,51,"adult","NE","Niger",0.84,"2026-04-23T07:29:59.307Z"
"019db92c-fa63-7159-b7db-ce16f5d1b862","Njeri Ndlovu","female",0.93,50,"adult","DJ","Djibouti",0.43,"2026-04-23T07:29:58.970Z"
"019db92c-fa63-7159-b7db-c894c735f1cd","Robert Turner","male",0.71,30,"adult","IN","India",0.2,"2026-04-23T07:29:58.631Z"
"019db92c-fa63-7159-b7db-c7d6a3242f00","Fanta Compaoré","female",0.65,29,"adult","NG","Nigeria",0.37,"2026-04-23T07:29:58.287Z"
"019db92c-fa63-7159-b7db-c2bd33b5604c","Nandi Mthembu","female",0.96,66,"senior","ZA","South Africa",0.54,"2026-04-23T07:29:57.820Z"
"019db92c-fa63-7159-b7db-bd60498fe856","Kwame Sow","male",0.94,9,"child","GM","Gambia",0.13,"2026-04-23T07:29:57.466Z"
"019db92c-fa63-7159-b7db-ba0872ad787f","Amenan Diallo","female",0.85,22,"adult","CI","Côte d'Ivoire",0.13,"2026-04-23T07:29:56.542Z"
"019db92c-fa63-7159-b7db-b60dd61d5eaa","Tanaka Mhlanga","male",0.77,22,"adult","AO","Angola",0.56,"2026-04-23T07:29:56.225Z"
"019db92c-fa63-7159-b7db-b3ea9a381a42","Girma Jama","male",0.91,5,"child","MG","Madagascar",0.45,"2026-04-23T07:29:55.907Z"
"019db92c-fa63-7159-b7db-ac15e62dda16","Selamawit Ouma","female",0.71,6,"child","ET","Ethiopia",0.34,"2026-04-23T07:29:55.592Z"
"019db92c-fa63-7159-b7db-a9272cffed2b","Tesfaye Abdi","male",0.66,87,"senior","UG","Uganda",0.46,"2026-04-23T07:29:55.253Z"
"019db92c-fa63-7159-b7db-a7694d8bbfb2","Wanja Mengistu","female",0.76,70,"senior","KE","Kenya",0.78,"2026-04-23T07:29:54.921Z"
"019db92c-fa63-7159-b7db-a2b2a17882d1","Oumou Okafor","female",0.77,26,"adult","MR","Mauritania",0.65,"2026-04-23T07:29:54.574Z"
"019db92c-fa63-7159-b7db-9c8192cf71d3","Nana Afolabi","male",0.93,74,"senior","SL","Sierra Leone",0.82,"2026-04-23T07:29:54.112Z"
"019db92c-fa63-7159-b7db-99dfe54da39d","Franck Zinsou","male",0.73,53,"adult","TG","Togo",0.87,"2026-04-23T07:29:53.785Z"
"019db92c-fa63-7159-b7db-9736e3a6079c","Zulai Jama","female",0.82,40,"adult","SO","Somalia",0.75,"2026-04-23T07:29:53.462Z"
"019db92c-fa63-7159-b7db-9238f84412c0","Nyasha Ndlovu","female",0.71,22,"adult","NA","Namibia",0.53,"2026-04-23T07:29:53.135Z"
"019db92c-fa63-7159-b7db-8c928911e3d3","Kojo Antwi","male",0.82,45,"adult","GH","Ghana",0.9,"2026-04-23T07:29:52.816Z"
"019db92c-fa63-7159-b7db-8b71c38e44d2","Ade Eze","male",0.7,59,"adult","GH","Ghana",0.46,"2026-04-23T07:29:52.500Z"
"019db92c-fa63-7159-b7db-8428b3a6cb10","Mercy Segla","female",0.76,21,"adult","GH","Ghana",0.67,"2026-04-23T07:29:52.188Z"
"019db92c-fa63-7159-b7db-83c3a8d4266d","Joshua Allen","male",0.67,54,"adult","US","United States",0.57,"2026-04-23T07:29:51.872Z"
"019db92c-fa63-7159-b7db-7f85849bb0f1","Selamawit Achieng","female",0.85,34,"adult","KE","Kenya",0.92,"2026-04-23T07:29:51.554Z"
"019db92c-fa63-7159-b7db-7b7fed9660b6","Yeshi Haile","female",0.75,24,"adult","KM","Comoros",0.83,"2026-04-23T07:29:51.195Z"
"019db92c-fa63-7159-b7db-742dc7eb87e3","Tariro Tshuma","female",0.84,45,"adult","AO","Angola",0.58,"2026-04-23T07:29:50.882Z"
"019db92c-fa63-7159-b7db-709ac45a3f5e","Kagiso Ndebele","male",0.87,23,"adult","ZA","South Africa",0.39,"2026-04-23T07:29:50.567Z"
"019db92c-fa63-7159-b7db-6f457e364c88","Ramatu Ouma","female",0.8,38,"adult","SC","Seychelles",0.93,"2026-04-23T07:29:50.251Z"
"019db92c-fa63-7159-b7db-696b7c5ba466","Selamawit Kamau","female",0.86,43,"adult","KE","Kenya",0.22,"2026-04-23T07:29:49.922Z"
"019db92c-fa63-7159-b7db-66e1901499f9","Esi Okonkwo","female",0.93,42,"adult","TG","Togo",0.49,"2026-04-23T07:29:49.598Z"
"019db92c-fa63-7159-b7db-6021b041964a","Peter Okafor","male",0.75,26,"adult","LR","Liberia",0.91,"2026-04-23T07:29:49.277Z"
"019db92c-fa63-7159-b7db-5db425e9c651","Zakaria Amrani","male",0.68,47,"adult","MA","Morocco",0.54,"2026-04-23T07:29:48.958Z"
"019db92c-fa63-7159-b7db-5892862c4317","Hauwa Mwangi","female",0.65,83,"senior","UG","Uganda",0.64,"2026-04-23T07:29:48.633Z"
"019db92c-fa63-7159-b7db-56edf8b8adc0","Jason Torres","male",0.81,18,"teenager","IN","India",0.4,"2026-04-23T07:29:48.295Z"
"019db92c-fa63-7159-b7db-5173dbdb3112","Thabo Mpofu","male",0.76,37,"adult","ZA","South Africa",0.52,"2026-04-23T07:29:47.395Z"
"019db92c-fa63-7159-b7db-4d31f9b46249","Kunle Hounsou","male",0.96,29,"adult","NG","Nigeria",0.22,"2026-04-23T07:29:47.072Z"
"019db92c-fa63-7159-b7db-49bbc63b7a6c","Estelle Compaoré","female",0.91,26,"adult","NG","Nigeria",0.64,"2026-04-23T07:29:46.752Z"
"019db92c-fa63-7159-b7db-46dc001008bb","Adjoua Agbodji","female",0.75,89,"senior","GH","Ghana",0.33,"2026-04-23T07:29:46.423Z"
"019db92c-fa63-7159-b7db-42e473cd82dc","Emmanuel Nikiéma","male",0.91,14,"teenager","GH","Ghana",0.47,"2026-04-23T07:29:46.094Z"
"019db92c-fa63-7159-b7db-3f8d836202e7","Lisa King","female",0.82,31,"adult","BR","Brazil",0.57,"2026-04-23T07:29:45.774Z"
"019db92c-fa63-7159-b7db-3a189ba2e7b4","Betty Perez","female",0.91,63,"senior","FR","France",0.94,"2026-04-23T07:29:45.455Z"
"019db92c-fa63-7159-b7db-35e0a6ba333d","Rim Rachidi","female",0.93,28,"adult","TN","Tunisia",0.7,"2026-04-23T07:29:45.151Z"
"019db92c-fa63-7159-b7db-301e31be24f7","Almaz Elmi","female",0.87,48,"adult","ET","Ethiopia",0.43,"2026-04-23T07:29:44.680Z"
"019db92c-fa63-7159-b7db-2e2958814806","Kagiso Nkomo","male",0.82,37,"adult","AO","Angola",0.42,"2026-04-23T07:29:44.274Z"
"019db92c-fa63-7159-b7db-28c2b065e2e6","Mariama Babatunde","female",0.7,87,"senior","GW","Guinea-Bissau",0.53,"2026-04-23T07:29:43.930Z"
"019db92c-fa63-7159-b7db-2535c9c8831b","Anne Mukendi","female",0.78,5,"child","CM","Cameroon",0.87,"2026-04-23T07:29:43.615Z"
"019db92c-fa63-7159-b7db-2373f84a897a","Richard Hounsou","male",0.89,40,"adult","GN","Guinea",0.48,"2026-04-23T07:29:42.651Z"
"019db92c-fa63-7159-b7db-1f7c9b16dc5d","Efua Traoré","female",0.72,78,"senior","BJ","Benin",0.45,"2026-04-23T07:29:42.327Z"
"019db92c-fa63-7159-b7db-1b01cfed1286","Laura Adams","female",0.98,14,"teenager","CA","Canada",0.19,"2026-04-23T07:29:41.923Z"
"019db92c-fa63-7159-b7db-1526874f6155","Lindiwe Mhlanga","female",0.71,32,"adult","ZW","Zimbabwe",0.69,"2026-04-23T07:29:41.611Z"
"019db92c-fa63-7159-b7db-11af1cf1c9f2","Mulu Ouma","female",0.82,85,"senior","SO","Somalia",0.19,"2026-04-23T07:29:41.295Z"
"019db92c-fa63-7159-b7db-0fc25964597e","Alexis Antwi","male",0.92,61,"senior","CV","Cape Verde",0.67,"2026-04-23T07:29:40.979Z"
"019db92c-fa63-7159-b7db-0a04e6e21a1a","Chisom Asante","female",0.68,40,"adult","BJ","Benin",0.52,"2026-04-23T07:29:40.667Z"
"019db92c-fa63-7159-b7db-0638e8a1f6ed","Ayasha Haile","female",0.85,68,"senior","TZ","Tanzania",0.81,"2026-04-23T07:29:40.290Z"
"019db92c-fa63-7159-b7db-01bdf9ed1480","Gloire Mba","female",0.85,48,"adult","CM","Cameroon",0.48,"2026-04-23T07:29:39.975Z"
"019db92c-fa63-7159-b7da-fc03a87fffe8","Hélène Adoula","female",0.83,87,"senior","CM","Cameroon",0.93,"2026-04-23T07:29:39.654Z"
"019db92c-fa63-7159-b7da-fb9eaeac806a","Rudo Dube","female",0.67,90,"senior","ZA","South Africa",0.57,"2026-04-23T07:29:39.324Z"
"019db92c-fa63-7159-b7da-f6eecd9563ae","Fanta Ouédraogo","female",0.97,57,"adult","ML","Mali",0.4,"2026-04-23T07:29:39.011Z"
"019db92c-fa63-7159-b7da-f0d6721a956e","Khaled Chraibi","male",0.89,44,"adult","SD","Sudan",0.92,"2026-04-23T07:29:38.235Z"
"019db92c-fa63-7159-b7da-eee3fc47868b","Joseph Anderson","male",0.89,83,"senior","FR","France",0.33,"2026-04-23T07:29:36.962Z"
"019db92c-fa63-7159-b7da-ea5946228b9f","Yasmine Kettani","female",0.93,33,"adult","SD","Sudan",0.14,"2026-04-23T07:29:35.636Z"
"019db92c-fa63-7159-b7da-e6209b521f7c","Adhiambo Awino","female",0.76,56,"adult","KE","Kenya",0.9,"2026-04-23T07:29:35.301Z"
"019db92c-fa63-7159-b7da-e2b19f5b5533","Nokwanda Ncube","female",0.69,68,"senior","ZA","South Africa",0.46,"2026-04-23T07:29:33.939Z"
"019db92c-fa63-7159-b7da-de97474bf8db","Lindiwe Mnguni","female",0.73,75,"senior","NA","Namibia",0.87,"2026-04-23T07:29:33.634Z"
"019db92c-fa63-7159-b7da-d87cf1c4310c","Tafadzwa Ndebele","male",0.66,58,"adult","AO","Angola",0.7,"2026-04-23T07:29:33.315Z"
"019db92c-fa63-7159-b7da-d5e1f0646ce0","Hirut Desta","female",0.72,85,"senior","RW","Rwanda",0.78,"2026-04-23T07:29:32.995Z"
"019db92c-fa63-7159-b7da-d180815032e5","Lisa Parker","female",0.89,86,"senior","FR","France",0.62,"2026-04-23T07:29:32.678Z"
"019db92c-fa63-7159-b7da-ce64004821e0","Daniel Miller","male",0.89,54,"adult","IN","India",0.69,"2026-04-23T07:29:32.017Z"
"019db92c-fa63-7159-b7da-c879b7ee8a3a","Othmane Khalil","male",0.98,45,"adult","EG","Egypt",0.54,"2026-04-23T07:29:31.190Z"
"019db92c-fa63-7159-b7da-c4d63291f6a9","Steven Turner","male",0.93,40,"adult","DE","Germany",0.16,"2026-04-23T07:29:30.875Z"
"019db92c-fa63-7159-b7da-c2858e7b8950","Anthony Baker","male",0.65,41,"adult","IN","India",0.7,"2026-04-23T07:29:30.554Z"
"019db92c-fa63-7159-b7da-bd5ab5a52309","Araba Okonkwo","female",0.94,30,"adult","ML","Mali",0.23,"2026-04-23T07:29:30.239Z"
"019db92c-fa63-7159-b7da-b95625effc80","Akinyi Khumalo","female",0.89,56,"adult","RW","Rwanda",0.85,"2026-04-23T07:29:29.914Z"
"019db92c-fa63-7159-b7da-b7145463097c","Franck Okonkwo","male",0.9,65,"senior","GH","Ghana",0.54,"2026-04-23T07:29:29.590Z"
"019db92c-fa63-7159-b7da-b3f965cdc7e8","Kofi Sow","male",0.95,5,"child","ML","Mali",0.5,"2026-04-23T07:29:27.936Z"
"019db92c-fa63-7159-b7da-ac275aa4ef48","Thandiwe Haile","female",0.79,88,"senior","UG","Uganda",0.57,"2026-04-23T07:29:24.632Z"
"019db92c-fa63-7159-b7da-abbd2a295fa8","Malak Mansouri","female",0.92,25,"adult","EG","Egypt",0.76,"2026-04-23T07:29:24.272Z"
"019db92c-fa63-7159-b7da-a410314d74cc","Kathleen Green","female",0.9,76,"senior","US","United States",0.66,"2026-04-23T07:29:23.932Z"
"019db92c-fa63-7159-b7da-a3db86737697","Ibrahim Alemu","male",0.73,23,"adult","ET","Ethiopia",0.38,"2026-04-23T07:29:23.613Z"
"019db92c-fa63-7159-b7da-9e45cfc4852b","Gloire Bomboko","female",0.71,49,"adult","CD","DR Congo",0.47,"2026-04-23T07:29:23.292Z"
"019db92c-fa63-7159-b7da-9aa7a29a022a","Kola Diallo","male",0.79,78,"senior","CI","Côte d'Ivoire",0.7,"2026-04-23T07:29:22.975Z"
"019db92c-fa63-7159-b7da-96c53b209000","Ahmed Farah","male",0.82,27,"adult","TZ","Tanzania",0.52,"2026-04-23T07:29:22.660Z"
"019db92c-fa63-7159-b7da-91f300463ec4","Wairimu Mthembu","female",0.87,62,"senior","KE","Kenya",0.85,"2026-04-23T07:29:22.353Z"
"019db92c-fa63-7159-b7da-8ff927881ce0","Selamawit Bekele","female",0.78,31,"adult","KE","Kenya",0.35,"2026-04-23T07:29:22.038Z"
"019db92c-fa63-7159-b7da-8bb308dc033f","Peter Agbodji","male",0.71,77,"senior","ML","Mali",0.44,"2026-04-23T07:29:21.648Z"
"019db92c-fa63-7159-b7da-85d47a8184d9","Joseph Williams","male",0.82,68,"senior","US","United States",0.62,"2026-04-23T07:29:21.233Z"
"019db92c-fa63-7159-b7da-805c62ee7295","Akinyi Abebe","female",0.65,41,"adult","KE","Kenya",0.8,"2026-04-23T07:29:19.736Z"
"019db92c-fa63-7159-b7da-7f10375b1b81","Deborah Jones","female",0.97,48,"adult","CN","China",0.28,"2026-04-23T07:29:19.416Z"
"019db92c-fa62-76b8-aedf-9468ba968b8b","Youssef Bennani","male",0.66,19,"teenager","MA","Morocco",0.67,"2026-04-23T07:29:19.084Z"
"019db92c-fa62-76b8-aedf-915501ddda08","Munashe Khumalo","male",0.75,54,"adult","BW","Botswana",0.84,"2026-04-23T07:29:18.760Z"
"019db92c-fa62-76b8-aedf-8c1f5d42636a","Amanda Roberts","female",0.78,45,"adult","DE","Germany",0.95,"2026-04-23T07:29:18.432Z"
"019db92c-fa62-76b8-aedf-8bcff8029cf6","Didier Barro","male",0.96,79,"senior","NG","Nigeria",0.91,"2026-04-23T07:29:18.067Z"
"019db92c-fa62-76b8-aedf-84ee455c3f01","Bienvenu Kalonji","male",0.85,60,"senior","CM","Cameroon",0.75,"2026-04-23T07:29:17.704Z"
"019db92c-fa62-76b8-aedf-8107bfc65560","Sekai Sibanda","female",0.95,71,"senior","ZW","Zimbabwe",0.56,"2026-04-23T07:29:17.376Z"
"019db92c-fa62-76b8-aedf-7fb36720a0d6","William Wright","male",0.7,53,"adult","FR","France",0.85,"2026-04-23T07:29:16.516Z"
"019db92c-fa62-76b8-aedf-78861fe61043","Tunde Sow","male",0.86,40,"adult","NG","Nigeria",0.52,"2026-04-23T07:29:16.204Z"
"019db92c-fa62-76b8-aedf-7426f3bbb357","Peace Lokossou","female",0.81,44,"adult","TG","Togo",0.54,"2026-04-23T07:29:15.876Z"
"019db92c-fa62-76b8-aedf-700536d26421","Tigist Odhiambo","female",0.66,49,"adult","MZ","Mozambique",0.12,"2026-04-23T07:29:15.565Z"
"019db92c-fa62-76b8-aedf-6e9e9b9a99cd","Zodwa Mhlanga","female",0.78,54,"adult","BW","Botswana",0.39,"2026-04-23T07:29:15.256Z"
"019db92c-fa62-76b8-aedf-6945392dc6f3","Nomsa Mthembu","female",0.68,11,"child","ZW","Zimbabwe",0.11,"2026-04-23T07:29:14.936Z"
"019db92c-fa62-76b8-aedf-6465293db3cc","Bintou Okafor","female",0.88,27,"adult","NG","Nigeria",0.72,"2026-04-23T07:29:14.624Z"
"019db92c-fa62-76b8-aedf-625f7b32a7b2","Jeanne Kalonji","female",0.7,58,"adult","CD","DR Congo",0.27,"2026-04-23T07:29:14.304Z"
"019db92c-fa62-76b8-aedf-5d87a998dac1","Hicham Alaoui","male",0.98,31,"adult","EG","Egypt",0.82,"2026-04-23T07:29:13.976Z"
"019db92c-fa62-76b8-aedf-5bd455996c96","Omar Nkosi","male",0.9,7,"child","MW","Malawi",0.61,"2026-04-23T07:29:13.656Z"
"019db92c-fa62-76b8-aedf-574ddf39adb2","Steven Thompson","male",0.84,7,"child","FR","France",0.54,"2026-04-23T07:29:13.344Z"
"019db92c-fa62-76b8-aedf-5183de23d95c","Estelle Segla","female",0.7,10,"child","EH","Western Sahara",0.71,"2026-04-23T07:29:13.016Z"
"019db92c-fa62-76b8-aedf-4d3a866722da","Alexis Adjei","male",0.77,83,"senior","CV","Cape Verde",0.16,"2026-04-23T07:29:12.696Z"
"019db92c-fa62-76b8-aedf-48250943ae7b","Dieudonné Mukendi","male",0.8,45,"adult","CD","DR Congo",0.5,"2026-04-23T07:29:11.816Z"
"019db92c-fa62-76b8-aedf-459cfdffe29d","Sizwe Getachew","male",0.94,16,"teenager","RW","Rwanda",0.89,"2026-04-23T07:29:11.504Z"
"019db92c-fa62-76b8-aedf-40049932b709","Richard Miller","male",0.87,74,"senior","IN","India",0.42,"2026-04-23T07:29:11.184Z"
"019db92c-fa62-76b8-aedf-3db70d158f9b","Omar Desta","male",0.72,5,"child","KE","Kenya",0.93,"2026-04-23T07:29:10.876Z"
"019db92c-fa62-76b8-aedf-3868012bc6a7","Sadiya Getachew","female",0.67,86,"senior","TZ","Tanzania",0.5,"2026-04-23T07:29:10.564Z"
"019db92c-fa62-76b8-aedf-3424c1613da1","Walid Filali","male",0.69,79,"senior","MA","Morocco",0.27,"2026-04-23T07:29:10.256Z"
"019db92c-fa62-76b8-aedf-30b3711a38a2","Thandiwe Nxumalo","female",0.66,7,"child","KE","Kenya",0.12,"2026-04-23T07:29:09.937Z"
"019db92c-fa62-76b8-aedf-2f3f6d6f44dc","Tesfaye Alemu","male",0.98,24,"adult","ET","Ethiopia",0.4,"2026-04-23T07:29:09.604Z"
"019db92c-fa62-76b8-aedf-2a814062aff1","Thérèse Ping","female",0.79,54,"adult","CG","Republic of the Congo",0.41,"2026-04-23T07:29:09.284Z"
"019db92c-fa62-76b8-aedf-24cf6ca08928","Tesfaye Haile","male",0.89,43,"adult","KE","Kenya",0.2,"2026-04-23T07:29:08.956Z"
"019db92c-fa62-76b8-aedf-227c89e64a2d","Zineb Bouazza","female",0.87,78,"senior","TN","Tunisia",0.4,"2026-04-23T07:29:08.636Z"
"019db92c-fa62-76b8-aedf-1efe8f0e9246","Coumba Camara","female",0.86,32,"adult","BF","Burkina Faso",0.59,"2026-04-23T07:29:08.324Z"
"019db92c-fa62-76b8-aedf-1957d56b2db3","Mamadou Barro","male",0.7,21,"adult","NG","Nigeria",0.73,"2026-04-23T07:29:08.016Z"
"019db92c-fa62-76b8-aedf-16c3e15c5227","Nomsa Abebe","female",0.83,42,"adult","DJ","Djibouti",0.47,"2026-04-23T07:29:07.165Z"
"019db92c-fa62-76b8-aedf-135a75816900","Rania Benhammou","female",0.77,53,"adult","EG","Egypt",0.86,"2026-04-23T07:29:06.844Z"
"019db92c-fa62-76b8-aedf-0f36315d240f","Cynthia Mitchell","female",0.67,45,"adult","CN","China",0.33,"2026-04-23T07:29:06.524Z"
"019db92c-fa62-76b8-aedf-0af9b86546f4","Abebe Abebe","male",0.96,28,"adult","UG","Uganda",0.41,"2026-04-23T07:29:06.204Z"
"019db92c-fa62-76b8-aedf-07d24d1082f9","Adhiambo Njoroge","female",0.88,12,"child","ET","Ethiopia",0.9,"2026-04-23T07:29:05.897Z"
"019db92c-fa62-76b8-aedf-038932d55e76","Moussa Touré","male",0.91,29,"adult","CI","Côte d'Ivoire",0.42,"2026-04-23T07:29:05.556Z"
"019db92c-fa62-76b8-aede-fe78e7e41b4e","Pierre Ondimba","male",0.81,47,"adult","CM","Cameroon",0.57,"2026-04-23T07:29:05.237Z"
"019db92c-fa62-76b8-aede-f81b99716d32","Mark Parker","male",0.89,60,"senior","BR","Brazil",0.49,"2026-04-23T07:29:04.924Z"
"019db92c-fa62-76b8-aede-f5dc4bf9ed89","Mutua Nkosi","male",0.82,12,"child","MG","Madagascar",0.26,"2026-04-23T07:29:04.598Z"
"019db92c-fa62-76b8-aede-f1e92a2ddbf9","Betty Adams","female",0.65,19,"teenager","JP","Japan",0.38,"2026-04-23T07:29:04.292Z"
"019db92c-fa62-76b8-aede-edba53abc9e0","Wairimu Odhiambo","female",0.66,37,"adult","KE","Kenya",0.77,"2026-04-23T07:29:03.937Z"
"019db92c-fa62-76b8-aede-e9169a531a65","Tadesse Nxumalo","male",0.98,19,"teenager","UG","Uganda",0.39,"2026-04-23T07:29:03.616Z"
"019db92c-fa62-76b8-aede-e71f66f14be8","Nompumelelo Dube","female",0.92,17,"teenager","ZM","Zambia",0.82,"2026-04-23T07:29:03.297Z"
"019db92c-fa62-76b8-aede-e37efa1add39","Marguerite Bomboko","female",0.77,65,"senior","CD","DR Congo",0.14,"2026-04-23T07:29:02.977Z"
"019db92c-fa62-76b8-aede-dd28e608ccb2","Othmane El Fassi","male",0.79,24,"adult","EG","Egypt",0.31,"2026-04-23T07:29:02.656Z"
"019db92c-fa62-76b8-aede-dae6ecf8998e","Almaz Warsame","female",0.82,67,"senior","KE","Kenya",0.53,"2026-04-23T07:29:02.317Z"
"019db92c-fa62-76b8-aede-d4cb428ba8f4","George Nguyen","male",0.96,15,"teenager","FR","France",0.29,"2026-04-23T07:29:01.944Z"
"019db92c-fa62-76b8-aede-d0aebf0821a4","Omar Omar","male",0.78,83,"senior","UG","Uganda",0.29,"2026-04-23T07:29:01.636Z"
"019db92c-fa62-76b8-aede-cc5c4b911463","Célestin Nkoghe","male",0.92,34,"adult","GQ","Equatorial Guinea",0.33,"2026-04-23T07:29:01.304Z"
"019db92c-fa62-76b8-aede-c9e767a25c74","Sipho Nyoni","male",0.83,56,"adult","ZA","South Africa",0.51,"2026-04-23T07:29:00.973Z"
"019db92c-fa62-76b8-aede-c79e57d19fd2","Hana Saidi","female",0.9,80,"senior","SD","Sudan",0.49,"2026-04-23T07:29:00.636Z"
"019db92c-fa62-76b8-aede-c29d265f8828","Yusuf Ndlovu","male",0.78,32,"adult","ET","Ethiopia",0.26,"2026-04-23T07:29:00.316Z"
"019db92c-fa62-76b8-aede-bc6c8b032bf8","Aminata Diallo","female",0.91,47,"adult","MR","Mauritania",0.69,"2026-04-23T07:28:59.983Z"
"019db92c-fa62-76b8-aede-b95d427ba8b0","Adhiambo Abdi","female",0.69,55,"adult","KE","Kenya",0.91,"2026-04-23T07:28:59.644Z"
"019db92c-fa62-76b8-aede-b676d1095fd5","Adjoua Okonkwo","female",0.81,76,"senior","BJ","Benin",0.66,"2026-04-23T07:28:58.720Z"
"019db92c-fa62-76b8-aede-b38a61a55e8a","Karim Mansouri","male",0.77,18,"teenager","SD","Sudan",0.43,"2026-04-23T07:28:58.380Z"
"019db92c-fa62-76b8-aede-af42cc02ac22","Nompumelelo Mthembu","female",0.72,18,"teenager","KE","Kenya",0.84,"2026-04-23T07:28:58.052Z"
"019db92c-fa62-76b8-aede-ab2e5e009822","Ngozi Osei","female",0.87,17,"teenager","GH","Ghana",0.71,"2026-04-23T07:28:57.736Z"
"019db92c-fa62-76b8-aede-a5a9e8962640","Franck Barro","male",0.89,41,"adult","BF","Burkina Faso",0.36,"2026-04-23T07:28:57.425Z"
"019db92c-fa62-76b8-aede-a376bd45ee49","Clarisse Sawadogo","female",0.7,81,"senior","NG","Nigeria",0.53,"2026-04-23T07:28:57.076Z"
"019db92c-fa62-76b8-aede-9ec6f0ccdc96","Bongani Odhiambo","male",0.88,27,"adult","MU","Mauritius",0.88,"2026-04-23T07:28:56.756Z"
"019db92c-fa62-76b8-aede-982b9d1d6764","Mark Garcia","male",0.9,6,"child","IN","India",0.21,"2026-04-23T07:28:56.430Z"
"019db92c-fa62-76b8-aede-95246c05ac72","Oumar Diallo","male",0.75,24,"adult","NE","Niger",0.37,"2026-04-23T07:28:56.114Z"
"019db92c-fa62-76b8-aede-92c79560f6ae","Farah Kamau","male",0.93,51,"adult","MG","Madagascar",0.92,"2026-04-23T07:28:55.806Z"
"019db92c-fa62-76b8-aede-8e5330f879f0","Lesego Sibanda","male",0.83,59,"adult","ZW","Zimbabwe",0.81,"2026-04-23T07:28:55.491Z"
"019db92c-fa62-76b8-aede-8a2371921a8e","Shamiso Ndlovu","female",0.95,21,"adult","ZW","Zimbabwe",0.67,"2026-04-23T07:28:55.048Z"
"019db92c-fa62-76b8-aede-85ff4a1d07c2","Efua Adeyemi","female",0.76,70,"senior","NG","Nigeria",0.78,"2026-04-23T07:28:54.717Z"
